Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
354040,Tutupaca,11801,Uncertain Eruption,Volcano Uncertain: reported from Tutupaca,2.0,NULL,NULL,1902.0,NULL,6.0,NULL,NULL,NULL,Historical Observations,NULL,1902.0,NULL,11.0,NULL,NULL,NULL,-17.026,-70.372
343030,Izalco,10808,Confirmed Eruption,Summit and NE flank,2.0,NULL,NULL,1902.0,NULL,5.0,NULL,10.0,NULL,Historical Observations,NULL,1902.0,NULL,12.0,NULL,30.0,NULL,13.813,-89.633
382030,San Jorge,12995,Confirmed Eruption,Subm. vent ca. 20 km SW of Terceira,0.0,NULL,NULL,1902.0,NULL,5.0,NULL,7.0,NULL,Historical Observations,NULL,1902.0,NULL,5.0,NULL,8.0,NULL,38.65,-28.08
360150,Soufriere St. Vincent,12453,Confirmed Eruption,NULL,4.0,?,NULL,1902.0,NULL,5.0,NULL,6.0,NULL,Historical Observations,NULL,1903.0,NULL,3.0,NULL,30.0,NULL,13.33,-61.18
263210,Sundoro,15801,Confirmed Eruption,NULL,1.0,NULL,NULL,1902.0,NULL,5.0,NULL,1.0,NULL,Historical Observations,NULL,1902.0,NULL,5.0,NULL,25.0,NULL,-7.3,109.992
360120,Pelee,12430,Confirmed Eruption,Rivière Blanche and summit crater,4.0,NULL,NULL,1902.0,NULL,4.0,NULL,23.0,NULL,Historical Observations,NULL,1905.0,NULL,10.0,NULL,5.0,NULL,14.809,-61.165
223020,Nyamuragira,14045,Confirmed Eruption,SSE fissure zone,0.0,NULL,NULL,1902.0,NULL,4.0,?,22.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.408,29.2
344090,Momotombo,11001,Confirmed Eruption,NULL,2.0,?,NULL,1902.0,NULL,3.0,NULL,31.0,30.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.423,-86.539
265090,Banda Api,16419,Uncertain Eruption,NULL,NULL,NULL,NULL,1902.0,NULL,3.0,NULL,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.523,129.881
263340,Raung,16120,Confirmed Eruption,NULL,2.0,NULL,NULL,1902.0,NULL,2.0,NULL,16.0,NULL,Historical Observations,NULL,1902.0,NULL,2.0,>,27.0,NULL,-8.119,114.056
332010,Kilauea,10071,Confirmed Eruption,Halemaumau,0.0,NULL,NULL,1902.0,NULL,2.0,<,14.0,NULL,Historical Observations,NULL,1902.0,NULL,2.0,NULL,0.0,NULL,19.421,-155.287
283110,Asamayama,17763,Confirmed Eruption,NULL,2.0,NULL,NULL,1902.0,NULL,2.0,NULL,7.0,NULL,Historical Observations,NULL,1902.0,NULL,2.0,NULL,7.0,NULL,36.406,138.523
263250,Merapi,15890,Confirmed Eruption,NULL,1.0,NULL,NULL,1902.0,NULL,2.0,NULL,3.0,NULL,Historical Observations,NULL,1902.0,NULL,2.0,NULL,3.0,NULL,-7.54,110.446
272020,Kanlaon,16727,Confirmed Eruption,NULL,2.0,NULL,NULL,1902.0,NULL,1.0,NULL,31.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.412,123.132
313030,Redoubt,20384,Confirmed Eruption,NULL,3.0,NULL,NULL,1902.0,NULL,1.0,NULL,18.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.485,-152.742
232050,Taftan,14164,Uncertain Eruption,NULL,NULL,NULL,NULL,1902.0,NULL,1.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.6,61.13
223030,Nyiragongo,14093,Confirmed Eruption,NULL,1.0,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.52,29.25
273030,Mayon,16796,Confirmed Eruption,NULL,1.0,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.257,123.685
263050,Salak,15644,Confirmed Eruption,Kawah Ratu,2.0,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,1903.0,NULL,0.0,NULL,0.0,NULL,-6.72,106.73
313010,Augustine,20267,Discredited Eruption,NULL,NULL,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.363,-153.43
311180,Seguam,19778,Confirmed Eruption,NULL,3.0,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.315,-172.51
283230,Akita-Komagatake,18051,Confirmed Eruption,Yoko-dake,1.0,?,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.761,140.799
344120,Concepcion,11050,Confirmed Eruption,NULL,2.0,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.538,-85.622
351060,Purace,11328,Confirmed Eruption,NULL,2.0,NULL,?,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.32,-76.4
355100,Lascar,11854,Confirmed Eruption,NULL,2.0,?,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-23.37,-67.73
357120,Villarrica,21003,Confirmed Eruption,NULL,2.0,?,NULL,1902.0,NULL,NULL,NULL,NULL,NULL,Varve Count,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.42,-71.93
300100,Avachinsky,19096,Confirmed Eruption,NULL,2.0,NULL,NULL,1901.0,NULL,7.0,NULL,7.0,NULL,Historical Observations,NULL,1901.0,NULL,7.0,NULL,13.0,NULL,53.256,158.836
233020,"Fournaise, Piton de la",14308,Confirmed Eruption,NE flank (above Piton de Crac),2.0,NULL,NULL,1901.0,NULL,7.0,NULL,4.0,NULL,Historical Observations,NULL,1901.0,NULL,7.0,NULL,6.0,NULL,-21.244,55.708
264030,Rinjani,16214,Confirmed Eruption,Gunung Barujari,2.0,NULL,NULL,1901.0,NULL,6.0,NULL,1.0,NULL,Historical Observations,NULL,1901.0,NULL,6.0,NULL,2.0,NULL,-8.42,116.47
355070,San Pedro-San Pablo,11834,Confirmed Eruption,NULL,2.0,NULL,NULL,1901.0,NULL,5.0,NULL,25.0,NULL,Historical Observations,NULL,1901.0,NULL,8.0,NULL,0.0,NULL,-21.888,-68.391
263280,Kelut,15952,Confirmed Eruption,NULL,3.0,NULL,NULL,1901.0,NULL,5.0,NULL,22.0,NULL,Historical Observations,NULL,1901.0,NULL,5.0,NULL,23.0,NULL,-7.93,112.308
265090,Banda Api,16418,Confirmed Eruption,Summit and north flank,2.0,NULL,NULL,1901.0,NULL,5.0,NULL,18.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.523,129.881
357010,Tupungatito,11894,Confirmed Eruption,NULL,2.0,NULL,NULL,1901.0,NULL,4.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-33.425,-69.797
233020,"Fournaise, Piton de la",14307,Confirmed Eruption,East of Dolomieu,2.0,NULL,NULL,1901.0,NULL,2.0,NULL,21.0,NULL,Historical Observations,NULL,1901.0,NULL,2.0,NULL,25.0,NULL,-21.244,55.708
266030,Soputan,13584,Confirmed Eruption,NULL,2.0,NULL,NULL,1901.0,NULL,2.0,NULL,4.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.112,124.737
263300,Semeru,13572,Confirmed Eruption,NULL,2.0,NULL,NULL,1901.0,NULL,1.0,NULL,29.0,NULL,Historical Observations,NULL,1901.0,NULL,1.0,>,30.0,NULL,-8.108,112.922
268010,Dukono,16576,Confirmed Eruption,NULL,2.0,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.693,127.894
223030,Nyiragongo,14092,Confirmed Eruption,NULL,1.0,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.52,29.25
223020,Nyamuragira,14044,Confirmed Eruption,East flank (Singiro),2.0,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.408,29.2
251020,Manam,14901,Uncertain Eruption,NULL,NULL,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,1902.0,NULL,0.0,NULL,0.0,NULL,-4.08,145.037
300030,Iliinsky,18914,Confirmed Eruption,NE flank,3.0,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.498,157.203
284150,Asuncion,18499,Discredited Eruption,NULL,NULL,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.671,145.406
284190,Guguan,18532,Discredited Eruption,NULL,NULL,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.307,145.845
312030,Pavlof,20124,Confirmed Eruption,NULL,2.0,?,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55.417,-161.894
311360,Shishaldin,20071,Confirmed Eruption,NULL,NULL,NULL,NULL,1901.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.756,-163.97
264030,Rinjani,16213,Confirmed Eruption,Gunung Barujari,2.0,NULL,NULL,1900.0,NULL,11.0,NULL,30.0,NULL,Historical Observations,NULL,1900.0,NULL,12.0,NULL,2.0,NULL,-8.42,116.47
261230,Dempo,15559,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,10.0,NULL,26.0,NULL,Historical Observations,NULL,1900.0,NULL,10.0,NULL,27.0,NULL,-4.016,103.121
283120,Kusatsu-Shiranesan,17826,Confirmed Eruption,NE part of Yu-gama,1.0,NULL,NULL,1900.0,NULL,10.0,NULL,1.0,NULL,Historical Observations,NULL,1900.0,NULL,10.0,NULL,1.0,NULL,36.618,138.528
283170,Adatarayama,17912,Confirmed Eruption,Numanotaira,2.0,NULL,NULL,1900.0,NULL,7.0,NULL,17.0,NULL,Historical Observations,NULL,1900.0,NULL,7.0,NULL,17.0,NULL,37.647,140.281
261230,Dempo,15558,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,6.0,NULL,4.0,NULL,Historical Observations,NULL,1900.0,NULL,6.0,NULL,4.0,NULL,-4.016,103.121
315020,Wrangell,20412,Confirmed Eruption,NULL,2.0,?,NULL,1900.0,NULL,6.0,<,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.006,-144.017
233020,"Fournaise, Piton de la",14306,Confirmed Eruption,East of Dolomieu,0.0,NULL,NULL,1900.0,NULL,5.0,NULL,11.0,NULL,Historical Observations,NULL,1900.0,NULL,5.0,NULL,30.0,NULL,-21.244,55.708
268060,Gamalama,16658,Uncertain Eruption,NULL,1.0,NULL,NULL,1900.0,NULL,5.0,NULL,0.0,NULL,NULL,NULL,1900.0,NULL,6.0,NULL,4.0,4.0,0.8,127.33
263300,Semeru,13571,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,3.0,NULL,29.0,NULL,Historical Observations,NULL,1900.0,NULL,4.0,>,11.0,NULL,-8.108,112.922
273030,Mayon,16795,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,3.0,NULL,1.0,NULL,Historical Observations,NULL,1900.0,NULL,3.0,NULL,6.0,NULL,13.257,123.685
390020,Erebus,13153,Uncertain Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,2.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-77.53,167.17
283110,Asamayama,17762,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,1.0,NULL,22.0,NULL,Historical Observations,NULL,1901.0,NULL,10.0,NULL,0.0,NULL,36.406,138.523
241050,Okataina,14508,Confirmed Eruption,Waimangu Geyser,1.0,NULL,NULL,1900.0,NULL,1.0,NULL,0.0,NULL,Historical Observations,NULL,1904.0,NULL,11.0,NULL,1.0,NULL,-38.12,176.5
252080,Witori,15023,Discredited Eruption,Pago,NULL,NULL,?,1900.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.576,150.516
252010,Langila,14982,Confirmed Eruption,North Crater (crater 1),2.0,NULL,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.525,148.42
223030,Nyiragongo,14091,Confirmed Eruption,NULL,1.0,NULL,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.52,29.25
221100,Dubbi,13939,Uncertain Eruption,NULL,NULL,NULL,?,1900.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.579,41.809
221250,Tullu Moje,13956,Confirmed Eruption,"Wonji fault belt, SE of Lake Koka",NULL,NULL,?,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.159,39.137
267020,Karangetang,16503,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.781,125.407
274020,Didicas,16875,Confirmed Eruption,NULL,0.0,?,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.077,122.202
284140,Farallon de Pajaros,18481,Confirmed Eruption,"Summit, east side",2.0,NULL,?,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,1901.0,NULL,5.0,NULL,0.0,NULL,20.546,144.893
290260,Chirinkotan,18826,Confirmed Eruption,NULL,NULL,NULL,NULL,1900.0,10.0,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.98,153.48
290020,Raususan [Mendeleev],18738,Uncertain Eruption,NULL,2.0,?,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.979,145.733
390090,Saunders,13213,Confirmed Eruption,North flank,0.0,NULL,NULL,1900.0,10.0,0.0,NULL,0.0,NULL,Tephrochronology,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-57.8,-26.483
358030,Huequi,12267,Confirmed Eruption,NULL,2.0,NULL,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-42.377,-72.578
352080,Tungurahua,11639,Uncertain Eruption,NULL,2.0,?,NULL,1900.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.467,-78.442
343030,Izalco,10807,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,12.0,NULL,31.0,NULL,Historical Observations,NULL,1900.0,NULL,3.0,NULL,0.0,NULL,13.813,-89.633
263300,Semeru,16004,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,12.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.108,112.922
344070,"Negro, Cerro",10946,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,11.0,NULL,22.0,NULL,Historical Observations,NULL,1899.0,NULL,11.0,NULL,29.0,1.0,12.506,-86.702
211060,Etna,13765,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,11.0,NULL,15.0,NULL,Historical Observations,NULL,1907.0,NULL,8.0,NULL,0.0,NULL,37.748,14.999
282080,Aira,17072,Uncertain Eruption,Minami-dake,1.0,?,NULL,1899.0,NULL,9.0,NULL,24.0,NULL,NULL,NULL,1899.0,NULL,9.0,NULL,25.0,NULL,31.593,130.657
315020,Wrangell,20411,Confirmed Eruption,NULL,2.0,?,NULL,1899.0,NULL,9.0,NULL,3.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62.006,-144.017
283170,Adatarayama,17911,Confirmed Eruption,Numanotaira,2.0,NULL,NULL,1899.0,NULL,8.0,NULL,24.0,NULL,Historical Observations,NULL,1899.0,NULL,11.0,NULL,12.0,NULL,37.647,140.281
263300,Semeru,16003,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,8.0,NULL,11.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.108,112.922
282090,Kirishimayama,17152,Confirmed Eruption,Ohachi,2.0,NULL,NULL,1899.0,NULL,7.0,NULL,28.0,NULL,Historical Observations,NULL,1900.0,NULL,2.0,NULL,16.0,NULL,31.934,130.862
211060,Etna,13764,Confirmed Eruption,Central Crater,3.0,NULL,NULL,1899.0,NULL,7.0,NULL,19.0,NULL,Historical Observations,NULL,1899.0,NULL,8.0,NULL,5.0,NULL,37.748,14.999
283110,Asamayama,17761,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,7.0,NULL,10.0,NULL,Historical Observations,NULL,1899.0,NULL,8.0,NULL,7.0,NULL,36.406,138.523
332020,Mauna Loa,10212,Confirmed Eruption,NE rift zone (3260 m) and Mokuaweoweo,1.0,NULL,NULL,1899.0,NULL,7.0,NULL,1.0,NULL,Historical Observations,NULL,1899.0,NULL,7.0,NULL,23.0,NULL,19.475,-155.608
264230,Lewotolo,16334,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,6.0,NULL,2.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.272,123.505
263060,Gede-Pangrango,15660,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,5.0,NULL,1.0,NULL,Historical Observations,NULL,1899.0,NULL,5.0,NULL,14.0,NULL,-6.77,106.965
283110,Asamayama,17760,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,3.0,NULL,11.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.406,138.523
264270,Sirung,16355,Uncertain Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,3.0,NULL,0.0,NULL,NULL,NULL,1899.0,NULL,4.0,NULL,0.0,NULL,-8.508,124.13
233020,"Fournaise, Piton de la",14305,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,2.0,NULL,13.0,NULL,Historical Observations,NULL,1899.0,NULL,7.0,>,18.0,NULL,-21.244,55.708
223020,Nyamuragira,14043,Confirmed Eruption,NNW fissure zone,1.0,NULL,NULL,1899.0,NULL,2.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.408,29.2
263300,Semeru,16002,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,1.0,NULL,17.0,NULL,Historical Observations,NULL,1899.0,NULL,3.0,?,31.0,NULL,-8.108,112.922
390010,Buckle Island,19970,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,1.0,NULL,12.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-66.78,163.25
345060,Irazu,11217,Discredited Eruption,NULL,NULL,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.979,-83.852
351060,Purace,11327,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.32,-76.4
267020,Karangetang,16502,Confirmed Eruption,NULL,2.0,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.781,125.407
223030,Nyiragongo,14090,Confirmed Eruption,NULL,1.0,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.52,29.25
255020,Bagana,15119,Confirmed Eruption,NULL,NULL,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.137,155.196
251020,Manam,14900,Confirmed Eruption,"Main Crater, South Crater",2.0,?,NULL,1899.0,1.0,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.08,145.037
242010,Curtis Island,14678,Discredited Eruption,NULL,NULL,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-30.543,-178.556
311360,Shishaldin,20070,Uncertain Eruption,NULL,NULL,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.756,-163.97
311290,Okmok,19840,Confirmed Eruption,SW part of caldera (Cone A),3.0,NULL,NULL,1899.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53.43,-168.13
311130,Kasatochi,19744,Uncertain Eruption,NULL,NULL,NULL,?,1899.0,NULL,0.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.177,-175.508
345040,Poas,11153,Confirmed Eruption,NULL,1.0,NULL,NULL,1898.0,NULL,12.0,NULL,29.0,NULL,Historical Observations,NULL,1907.0,NULL,12.0,NULL,31.0,365.0,10.2,-84.233
282090,Kirishimayama,17151,Confirmed Eruption,Ohachi,2.0,NULL,NULL,1898.0,NULL,12.0,NULL,26.0,NULL,Historical Observations,NULL,1898.0,NULL,12.0,NULL,30.0,NULL,31.934,130.862
285061,Maruyama,18663,Confirmed Eruption,Maru-yama (No. 1 crater),2.0,NULL,NULL,1898.0,NULL,12.0,?,3.0,NULL,Historical Observations,NULL,1898.0,NULL,12.0,NULL,6.0,NULL,43.418,143.031
233020,"Fournaise, Piton de la",14304,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,11.0,NULL,26.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-21.244,55.708
320030,Atlin Volcanic Field,20426,Uncertain Eruption,NULL,NULL,NULL,NULL,1898.0,NULL,11.0,NULL,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.68,-133.32
282110,Asosan,17291,Confirmed Eruption,Naka-dake,2.0,NULL,NULL,1898.0,NULL,8.0,?,0.0,NULL,Historical Observations,NULL,1899.0,NULL,4.0,>,0.0,NULL,32.884,131.104
257050,Lopevi,15292,Confirmed Eruption,NULL,2.0,?,NULL,1898.0,NULL,6.0,NULL,3.0,NULL,Historical Observations,NULL,1898.0,NULL,7.0,?,24.0,NULL,-16.507,168.346
268060,Gamalama,16657,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,5.0,NULL,14.0,NULL,Historical Observations,NULL,1898.0,NULL,5.0,?,28.0,NULL,0.8,127.33
266010,Colo,16421,Confirmed Eruption,Gunung Colo,3.0,?,NULL,1898.0,NULL,5.0,NULL,2.0,NULL,Historical Observations,?,1900.0,NULL,0.0,NULL,0.0,NULL,-0.162,121.601
352010,Reventador,11434,Confirmed Eruption,NULL,3.0,NULL,NULL,1898.0,NULL,4.0,NULL,8.0,NULL,Historical Observations,NULL,1906.0,NULL,0.0,NULL,0.0,NULL,-0.077,-77.656
321050,St. Helens,20334,Uncertain Eruption,NULL,NULL,NULL,NULL,1898.0,NULL,4.0,NULL,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.2,-122.18
300060,Mutnovsky,18962,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,4.0,NULL,0.0,NULL,Historical Observations,NULL,1898.0,NULL,7.0,NULL,15.0,45.0,52.449,158.196
257040,Ambrym,15249,Confirmed Eruption,NULL,1.0,?,NULL,1898.0,NULL,3.0,NULL,26.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-16.25,168.12
263300,Semeru,16001,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,2.0,NULL,23.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.108,112.922
300260,Klyuchevskoy,19430,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,2.0,NULL,20.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.056,160.642
282090,Kirishimayama,17150,Confirmed Eruption,Ohachi,2.0,NULL,NULL,1898.0,NULL,2.0,NULL,8.0,NULL,Historical Observations,NULL,1898.0,NULL,3.0,NULL,11.0,NULL,31.934,130.862
263320,Lamongan,16101,Confirmed Eruption,SW flank 400 m (Mt. Anyar),2.0,NULL,NULL,1898.0,NULL,2.0,NULL,5.0,NULL,Historical Observations,NULL,1898.0,NULL,2.0,NULL,15.0,NULL,-7.981,113.341
233020,"Fournaise, Piton de la",14303,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,1.0,NULL,14.0,NULL,Historical Observations,NULL,1898.0,NULL,1.0,NULL,20.0,NULL,-21.244,55.708
241080,Tongariro,13566,Confirmed Eruption,Ngauruhoe,2.0,NULL,NULL,1898.0,NULL,1.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.157,175.632
252120,Ulawun,15038,Confirmed Eruption,NULL,3.0,NULL,NULL,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.05,151.33
223030,Nyiragongo,14089,Confirmed Eruption,NULL,1.0,NULL,NULL,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.52,29.25
224004,Santa Isabel,14113,Confirmed Eruption,SE flank,NULL,NULL,?,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.588,8.762
305060,Changbaishan,19649,Confirmed Eruption,NULL,2.0,?,NULL,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.98,128.08
311360,Shishaldin,20069,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.756,-163.97
355100,Lascar,11853,Confirmed Eruption,NULL,2.0,NULL,NULL,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,?,1900.0,NULL,0.0,NULL,0.0,NULL,-23.37,-67.73
357070,"Chillan, Nevados de",11978,Confirmed Eruption,Volcán Viejo,2.0,NULL,NULL,1898.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-36.868,-71.378
